"Unnamed: 0","annotation_id","annotator","choice","created_at","id","image","labels","lead_time","q1","q2","response_1","response_2","sentiment_1","sentiment_2","updated_at"
53650,20472,"1","Drivable road","2024-07-13T01:14:00.156907Z",806,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_59d2613ea6c162107451da67a4cbf8ff.jpg","",0.833,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation or puddles that would indicate flooding.",0,0,"2024-07-13T01:14:00.156927Z"
84097,20761,"1","Drivable road","2024-07-13T02:13:38.776248Z",807,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_53546af4368233af7c0bf2bd0596ddc5.jpg","",9.94,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, which are typically used to redirect traffic away from flooded areas.",1,1,"2024-07-13T02:13:38.776270Z"
89106,21229,"1","Drivable road","2024-07-13T02:55:41.705149Z",808,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4f5bcf281079f2d67a3a5766d9e0e264.jpg","",0.948,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be dry, and there are no signs of water accumulation on the pavement.",0,0,"2024-07-13T02:55:41.705170Z"
4371,20440,"1","Flooded road","2024-07-13T01:12:55.621703Z",809,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c12f2d4cd51208d0426f5681d5950a3b.jpg","",1.001,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of vehicles navigating through it.",1,1,"2024-07-13T01:12:55.621723Z"
153134,21143,"1","Drivable road","2024-07-13T02:49:37.442096Z",810,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_557267b84906cf08d27edc5111475475.jpg","",0.978,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the streets or sidewalks.",0,0,"2024-07-13T02:49:37.442116Z"
152213,20385,"1","Drivable road","2024-07-13T01:09:36.433311Z",811,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_db9fec3b1a6807ab5ab7c1a242bdc1f0.jpg","",1.192,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:09:36.433330Z"
126041,20783,"1","Flooded road","2024-07-13T02:15:24.096708Z",812,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a31adaad327c2fef46766813eee4ffee.jpg","",0.874,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to the traffic flow.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a person in a high-visibility vest, indicating an ongoing response to the flooding.",1,1,"2024-07-13T02:15:24.096729Z"
146070,20766,"1","Flooded road","2024-07-13T02:14:51.915839Z",813,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_730a42fd3cf397fc5cd4bd4462b06590.jpg","",1.045,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to the traffic flow.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",1,1,"2024-07-13T02:14:51.915860Z"
127753,20913,"1","Flooded road","2024-07-13T02:25:42.096528Z",814,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fbfcb52c51ed8ea047c0231922838834.jpg","",0.911,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the presence of traffic cones and barriers indicating a hazardous condition.",1,1,"2024-07-13T02:25:42.096547Z"
102575,21185,"1","Drivable road","2024-07-13T02:51:46.653828Z",815,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9623ea0f23536dd16c34ed38957b9c8d.jpg","",1.013,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:51:46.653850Z"
13834,21029,"1","Drivable road","2024-07-13T02:40:46.086028Z",816,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d02f634e0932882381ce5506860c63de.jpg","",1.006,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T02:40:46.086047Z"
31080,20493,"1","Drivable road","2024-07-13T01:14:52.919859Z",817,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a31520606110d868865d7492769f6a8f.jpg","",1.009,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water on the road and the reflections on the surface.",0,1,"2024-07-13T01:14:52.919881Z"
57510,21011,"1","Drivable road","2024-07-13T02:37:48.144704Z",818,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_227ce598e98d7d70e91d506d185a9858.jpg","",0.944,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T02:37:48.144727Z"
14911,20751,"1","Drivable road","2024-07-13T02:13:11.353395Z",819,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3058dc4f1e12fbc0f8d23c5ce8314b95.jpg","",1.342,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","The street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, as evidenced by the wet surfaces and the presence of puddles. There are no signs of standing water that would indicate flooding, such as submerged vehicles or debris lines. The traffic cones and the absence of any visible damage to the road or surrounding areas further suggest that the water is a temporary result of rain rather than a flood.",0,0,"2024-07-13T02:13:11.353418Z"
55196,20468,"1","Flooded road","2024-07-13T01:13:46.556161Z",820,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1e2b50bb2aa62579fcacfffc767e8c71.jpg","",1.019,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the side of the road.",1,1,"2024-07-13T01:13:46.556182Z"
9076,20871,"1","Drivable road","2024-07-13T02:22:49.102845Z",821,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f1da80e9012275eb691352d498f80a6a.jpg","",1.038,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones, which are typically used to indicate hazardous conditions.",1,1,"2024-07-13T02:22:49.102878Z"
78776,20550,"1","Drivable road","2024-07-13T01:17:16.921245Z",822,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1904802b5c7fd6e2ea739e881ae923b0.jpg","",1.142,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be from recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:17:16.921264Z"
116218,21095,"1","Drivable road","2024-07-13T02:45:18.966477Z",823,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_94c3029861fdf6bae37666beedd65b3e.jpg","",0.841,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones, which are typically used to indicate hazardous conditions.",1,1,"2024-07-13T02:45:18.966501Z"
122663,21033,"1","Drivable road","2024-07-13T02:40:53.825813Z",824,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f68630ac2b39427c267bae47c07c3b9c.jpg","",0.96,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Based on the image, it appears that the street is not flooded. The water on the road is likely due to the rain, and there are no visible signs of water accumulation that would indicate flooding. The vehicles are driving on the wet surface without any apparent difficulty, and the road markings are still visible, which would not be the case if the street were flooded.",0,0,"2024-07-13T02:40:53.825834Z"
101050,21114,"1","Flooded road","2024-07-13T02:46:58.636854Z",825,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e5fb20dce0257af2934458678f0509ac.jpg","",1.266,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the side of the road.",1,1,"2024-07-13T02:46:58.636875Z"
41493,21129,"1","Drivable road","2024-07-13T02:48:47.528624Z",826,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a6f66ac46c7c7eccc42bdf2adf2da7f8.jpg","",3.278,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears dry, and there are no signs of water accumulation on the pavement.",0,0,"2024-07-13T02:48:47.528647Z"
107066,20640,"1","Drivable road","2024-07-13T01:20:44.664698Z",827,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_579e8e29510d6613ea16fc90eedc1189.jpg","",1.674,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be from recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:20:44.664719Z"
45974,21063,"1","Flooded road","2024-07-13T02:43:28.602733Z",828,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_58eae1615c81e0482d8a6d38577d167b.jpg","",2.177,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of pedestrians navigating through it.",1,1,"2024-07-13T02:43:28.602753Z"
107924,21232,"1","Drivable road","2024-07-13T02:55:53.952251Z",829,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e5254f5e8b8b32bd382803daef12c381.jpg","",5.475,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation or puddles that would indicate flooding.",0,0,"2024-07-13T02:55:53.952270Z"
12527,21017,"1","Drivable road","2024-07-13T02:38:21.501020Z",830,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_88b29784723f8693cf3e612cdf2a3ef4.jpg","",2.672,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of a traffic cone, which is typically used to warn drivers of hazardous conditions.",1,1,"2024-07-13T02:38:21.501043Z"
15784,21227,"1","Flooded road","2024-07-13T02:55:38.349976Z",831,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c98df0d0c749d96ad7ddbeacd0de18b3.jpg","",1.339,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of a yellow school bus that appears to be navigating through the flooded area.",1,1,"2024-07-13T02:55:38.349997Z"
26264,20489,"1","Drivable road","2024-07-13T01:14:47.335538Z",832,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f82894475a28740089885e040e3c4429.jpg","",2.344,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:14:47.335559Z"
101420,20779,"1","Drivable road","2024-07-13T02:15:18.430969Z",833,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_88c098bb1e9b0be94c69154f46d7eb5f.jpg","",0.976,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, with no signs of water accumulation or puddles that would indicate flooding.",0,0,"2024-07-13T02:15:18.430989Z"
105550,20401,"1","Drivable road","2024-07-13T01:11:06.472147Z",834,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_89ee3d7ca4fed704bc6ffe988d967928.jpg","",53.138,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the roadway, which is evident from the depth of the water reaching the wheels of the vehicles and the significant reflections on the wet surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the presence of traffic cones and barriers indicating a hazardous condition.",1,1,"2024-07-13T01:11:06.472169Z"
31711,21233,"1","Flooded road","2024-07-13T02:55:56.031087Z",835,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_aaad893c473f587b54f5da07d4ffef80.jpg","",1.431,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to traffic flow.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",1,1,"2024-07-13T02:55:56.031107Z"
129404,21008,"1","Drivable road","2024-07-13T02:37:26.609917Z",836,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b7e20e2ac2fb16de0613d4ce65d6cc4e.jpg","",1.296,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T02:37:26.609937Z"
68343,20840,"1","Drivable road","2024-07-13T02:18:21.818365Z",837,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_de5fa40c493016b46f71caecf84d8958.jpg","",1.004,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be a result of recent rainfall, and the vehicles are driving on a dry surface.",0,0,"2024-07-13T02:18:21.818385Z"
116745,20577,"1","Drivable road","2024-07-13T01:18:01.703190Z",838,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_771e213d84e4b0b602f370be5179734c.jpg","",0.816,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street is not flooded. The image shows a typical rainy day with wet roads, but there is no visible water accumulation that would indicate flooding.",0,0,"2024-07-13T01:18:01.703210Z"
117421,20359,"1","Drivable road","2024-07-13T01:07:42.999659Z",839,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e8c83581ff9c9914bf3693ab067d64bf.jpg","",2.858,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the vehicles and the presence of puddles and reflections on the road surface.",0,1,"2024-07-13T01:07:42.999683Z"
118330,21096,"1","Drivable road","2024-07-13T02:45:21.367986Z",840,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_895f52afb449132da73a7e493ff5e3cb.jpg","",1.848,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The water on the road appears to be from recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T02:45:21.368006Z"
107211,20616,"1","Drivable road","2024-07-13T01:19:55.190421Z",841,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f8ac40dd845fa455dbe2fc99c931c2e8.jpg","",0.913,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the police car and the significant splashes as it moves.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of a police vehicle with its lights on, likely responding to the situation.",1,1,"2024-07-13T01:19:55.190442Z"
145973,21101,"1","Flooded road","2024-07-13T02:45:37.321258Z",842,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_953cc57f638fc0d164d62b301de664fe.jpg","",1.447,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is likely closed to vehicular traffic.",1,1,"2024-07-13T02:45:37.321280Z"
41451,20585,"1","Drivable road","2024-07-13T01:18:32.931046Z",843,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_28d9b62f51f65f423b998245b8ef9602.jpg","",20.803,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the presence of traffic cones indicating a closed lane.",0,1,"2024-07-13T01:18:32.931066Z"
94916,20337,"1","Drivable road","2024-07-13T01:06:46.922131Z",844,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_371bafa0bfdfa9632781975ce1ba73a9.jpg","",1.16,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T01:06:46.922151Z"
144773,20311,"1","Flooded road","2024-07-13T01:05:35.102216Z",845,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fb694002aa1d4181cac401bb309afb98.jpg","",13.7,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of puddles and standing water.",1,1,"2024-07-13T01:05:35.102238Z"
27030,20735,"1","Drivable road","2024-07-13T02:12:27.206951Z",846,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1ab2a411c792243ddf96cfba4b87b1c0.jpg","",0.982,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is visible and dry, and there are no signs of water accumulation on the road or the surrounding areas.",0,0,"2024-07-13T02:12:27.206970Z"
136505,20411,"1","Drivable road","2024-07-13T01:11:29.904962Z",847,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_97488f929c57f3b9411fc4bdf0ea9363.jpg","",1.282,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The road surface is dry, and there are no visible signs of water accumulation on the road or the surrounding areas.",0,0,"2024-07-13T01:11:29.904982Z"
71210,20266,"1","Drivable road","2024-07-13T00:52:16.317192Z",848,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cc50c625255b2ac10e1ac92b00578cf9.jpg","",1.441,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",0,0,"2024-07-13T00:52:16.317212Z"
81562,20580,"1","Drivable road","2024-07-13T01:18:05.720519Z",849,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_bc494b149ae5a01eca22e994646edc02.jpg","",0.978,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be wet, likely due to recent rain, but there is no visible water accumulation that would indicate flooding.",0,0,"2024-07-13T01:18:05.720541Z"
111751,20998,"1","Drivable road","2024-07-13T02:36:56.431831Z",850,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f91e1c0a1d3cf5a7a5780fa785eb0049.jpg","",1.01,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be wet, likely due to recent rain, but there is no visible water accumulation that would indicate flooding.",0,0,"2024-07-13T02:36:56.431852Z"
20135,20535,"1","Drivable road","2024-07-13T01:16:06.464365Z",851,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_bb17a83af7bb5cff15befd88542ee95a.jpg","",0.741,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears to be dry, and there are no visible signs of water accumulation on the pavement.",0,0,"2024-07-13T01:16:06.464386Z"
79978,20461,"1","Drivable road","2024-07-13T01:13:30.158343Z",852,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_39be9f86e3730aae9ef3c13b58b1aebc.jpg","",0.953,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image is not flooded. The road appears dry, and there are no signs of water accumulation on the pavement.",0,0,"2024-07-13T01:13:30.158364Z"
24309,20324,"1","Drivable road","2024-07-13T01:06:00.993564Z",853,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ebe039aa11105a9667e16530f799a260.jpg","",2.509,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fire truck.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of a fire truck, which is typically dispatched to assist with flood emergencies.",1,1,"2024-07-13T01:06:00.993584Z"
123394,20893,"1","Flooded road","2024-07-13T02:24:05.709705Z",854,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e0b49e06f130bc37277fad4acb04ed1.jpg","",1.021,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water covering the road, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street in the image is flooded, with water covering the road and reaching the base of the traffic lights and street signs.",1,1,"2024-07-13T02:24:05.709725Z"
132589,20748,"1","Drivable road","2024-07-13T02:13:05.647278Z",855,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c68e2fbfb84136239c99916ad6b097c5.jpg","",3.411,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","The street in the image does not appear to be flooded. The water on the road is likely due to the rain, and there are no visible signs of water accumulation that would indicate flooding.",0,0,"2024-07-13T02:13:05.647299Z"
41073,20682,"1","Flooded road","2024-07-13T01:22:00.460286Z",856,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_031b4c0773363a65dfb332f59a7666df.jpg","",0.988,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant disruption to the traffic flow.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles driving through it.",1,1,"2024-07-13T01:22:00.460307Z"
105020,21253,"1","Flooded road","2024-07-13T02:59:06.510965Z",857,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1dead8676852d8592f60abf3c0d43861.jpg","",3.325,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water, which is evident from the depth of the water reaching the wheels of the truck and the submerged areas around the parking lot.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of water on the sidewalks.",1,1,"2024-07-13T02:59:06.510987Z"
50729,21182,"1","Flooded road","2024-07-13T02:51:39.690238Z",858,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_27f47a8c8396f7c32634c38d621ce37b.jpg","",2.982,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is likely closed to vehicular traffic.",1,1,"2024-07-13T02:51:39.690258Z"
87231,20340,"1","Drivable road","2024-07-13T01:06:55.142997Z",859,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_16b32eabdb8321a73a822bede1d3a437.jpg","",1.943,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible reflections on the surface.",1,1,"2024-07-13T01:06:55.143017Z"
29235,20384,"1","Drivable road","2024-07-13T01:09:34.884004Z",860,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0b3f34b519117d4a10f8f81f1c79acc7.jpg","",0.979,"Does this image show more than a foot of standing water?","Is the street in this image flooded?","No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water droplets on the windshield suggest recent rain, but the road surface is visible and does not show signs of being submerged.",0,0,"2024-07-13T01:09:34.884027Z"
