,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry
714744,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_49c8fe4d5d7a7713840f93ef47b9363e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible puddles.",,1,1,nlbx_49c8fe4d5d7a7713840f93ef47b9363e,4063,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/bc836/fod_6704AB90-2074-40B5-AD39-DA225AC7C837.jpg,340.90533447265625,1696001800307,-14400,631243951079218175,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/bc836/fod_6704AB90-2074-40B5-AD39-DA225AC7C837.jpg,NORTH,0.9531375765800476,DAYLIGHT,-73.908161,40.594982,452245387,452245388,MOTORWAY_LINK,6.312439510792182e+17,604222353336958975,POINT (1009755.357292023 156057.9260931871)
715317,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6195f780252952cc4325601cdde803cd.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is a significant depth that would likely cause traffic disruptions and pose safety hazards.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a closed-off area.",,1,1,nlbx_6195f780252952cc4325601cdde803cd,29425,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/09b96/fod_5B94E870-F008-4F9D-81C1-7C5B88EC5F6B.jpg,189.2429921799065,1695998331539,-14400,631243950314244607,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/09b96/fod_5B94E870-F008-4F9D-81C1-7C5B88EC5F6B.jpg,SOUTH,0.8099215030670166,DAYLIGHT,-73.967865,40.579234,4204377701,4204380989,SECONDARY,6.312439503142446e+17,604222352665870335,POINT (993176.6053182336 150308.743299471)
715472,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5ef461bba5c8d5d5645dd021a56a4e06.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_5ef461bba5c8d5d5645dd021a56a4e06,35309,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/bc3e0/fod_E9D65ED2-946F-42C9-BEF5-F863337E2E21.jpg,334.2192687988281,1696009843020,-14400,631243923138485247,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/bc3e0/fod_E9D65ED2-946F-42C9-BEF5-F863337E2E21.jpg,NORTH_WEST,0.7014139890670776,DAYLIGHT,-73.791598,40.713358,42807688,7509935187,RESIDENTIAL,6.312439231384852e+17,604222325419671551,POINT (1042024.3062075487 199241.06385063304)
715791,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cd0974c86652e54b6c53719348d33dcc.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the roadway, which is evident from the depth of the water reaching the wheels of the vehicles and the visible reflections on the surface.","Yes, the street in the image appears to be flooded, as evidenced by the water covering the road surface and the presence of traffic cones and barriers, indicating a response to the flooding.",,1,1,nlbx_cd0974c86652e54b6c53719348d33dcc,2468,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/0ca8f/fod_83E06239-BD85-4620-B7AB-4530297F7E52.jpg,47.875,1696007816685,-14400,631243921870631423,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/0ca8f/fod_83E06239-BD85-4620-B7AB-4530297F7E52.jpg,NORTH_EAST,0.6563776731491089,DAYLIGHT,-73.910948,40.873653,7477194676,7477194670,PRIMARY,6.312439218706314e+17,604222324211711999,POINT (1008878.0546104921 257585.76535303664)
716367,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1b9d726e73c06088e26d96bc650c0a86.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_1b9d726e73c06088e26d96bc650c0a86,31359,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/532c4/fod_1CCDAD07-E70A-47FE-8A7D-42C99A925310.jpg,81.07671356201172,1695995653159,-14400,631243950347889151,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/532c4/fod_1CCDAD07-E70A-47FE-8A7D-42C99A925310.jpg,EAST,0.812140941619873,DAYLIGHT,-73.999888,40.577278,10131646201,3546001690,SECONDARY,6.312439503478892e+17,604222352665870335,POINT (984281.1503194971 149594.45869041063)
717088,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b85d634caf74401b1b6292b86a99411c.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded.",,1,1,nlbx_b85d634caf74401b1b6292b86a99411c,5329,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/aa3d3/fod_50CAA5C2-9F26-49D8-A222-EF6ADCBE6010.jpg,207.5174560546875,1695998108702,-14400,631243921868359679,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/aa3d3/fod_50CAA5C2-9F26-49D8-A222-EF6ADCBE6010.jpg,SOUTH_WEST,0.7237697839736938,DAYLIGHT,-73.903666,40.878662,7898958217,7898998186,MOTORWAY,6.312439218683597e+17,604222324211711999,POINT (1010889.9488631492 259412.8737157764)
717324,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_26520d639d3dd4bcabb81f4431835613.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the trucks.","Yes, the street in the image is flooded, with water reaching up to the wheels of the vehicles.",,1,1,nlbx_26520d639d3dd4bcabb81f4431835613,14017,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/a64c8/fod_A5D24A85-22BA-4D9C-BCB3-A2823D46B71B.jpg,27.765625,1695999592685,-14400,631243923293892095,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/a64c8/fod_A5D24A85-22BA-4D9C-BCB3-A2823D46B71B.jpg,NORTH_EAST,0.6794068813323975,DAYLIGHT,-73.907654,40.803637,42765793,42775302,UNCLASSIFIED,6.312439232938921e+17,604222325553889279,POINT (1009815.9393237323 232077.3311616853)
717607,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3c77d4fc71ef11c3e46cb3b549547183.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant traffic disruptions.","Yes, the street is flooded, as evidenced by the water level reaching the wheels of the cars and the presence of water on the road surface.",,1,1,nlbx_3c77d4fc71ef11c3e46cb3b549547183,79064,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c48b2/fod_53D83F9E-1D29-40A1-B273-7F9764C22F1F.jpg,215.625,1695994885048,-14400,631243922726791167,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c48b2/fod_53D83F9E-1D29-40A1-B273-7F9764C22F1F.jpg,SOUTH_WEST,0.7380728125572205,DAYLIGHT,-73.948198,40.769728,3785454959,42451295,MOTORWAY,6.312439227267912e+17,604222325017018367,POINT (998598.6311315789 219713.89439450315)
717644,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f80c90e6da7f0693e0aa7632f3ea2cbe.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road and the crosswalk, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the pedestrian crossing.",,1,1,nlbx_f80c90e6da7f0693e0aa7632f3ea2cbe,21030,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2cd92/fod_FED8F04C-A6F6-4A96-B9D8-EAC5AA6D9619.jpg,347.8600158691406,1696010724276,-14400,631243951185729023,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2cd92/fod_FED8F04C-A6F6-4A96-B9D8-EAC5AA6D9619.jpg,NORTH,0.7606229186058044,DAYLIGHT,-73.971956,40.650404,6709032917,6651225102,SECONDARY,6.31243951185729e+17,604222353471176703,POINT (992031.8490278497 176237.4898191547)
717719,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_47ef0dac2508b98b2056291ecdcc33b2.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the submerged traffic cones.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a hazardous condition.",,1,1,nlbx_47ef0dac2508b98b2056291ecdcc33b2,23432,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/74be9/fod_30BFA1A8-877F-4014-9A15-1499407820EA.jpg,354.5,1696009934477,-14400,631243950946107903,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/74be9/fod_30BFA1A8-877F-4014-9A15-1499407820EA.jpg,NORTH,0.723185122013092,DAYLIGHT,-73.942379,40.658234,42467490,5488467734,RESIDENTIAL,6.312439509461079e+17,604222353202741247,POINT (1000237.2156677616 179094.2121806109)
717791,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cfb440cc5a87243a7f10ff2e614ed3ba.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the curb.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_cfb440cc5a87243a7f10ff2e614ed3ba,8309,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/7b74b/fod_2C723B4D-3FD9-4EEF-9EC0-65189062F812.jpg,83.875,1695990304307,-14400,631243950307181055,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/7b74b/fod_2C723B4D-3FD9-4EEF-9EC0-65189062F812.jpg,EAST,0.6989870667457581,DAYLIGHT,-73.972762,40.588106,7858954730,8417439823,RESIDENTIAL,6.31243950307181e+17,604222352665870335,POINT (991815.2896534556 153540.57584801732)
717821,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0774a3199ecc0987f43f61f0506b472a.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flood event.","Yes, the street appears to be flooded, as evidenced by the water level reaching the base of the overpass and the wet conditions of the road surface.",,1,1,nlbx_0774a3199ecc0987f43f61f0506b472a,18903,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/1104b/fod_88C2EF11-2FEF-42B7-A245-5467D2483620.jpg,69.5625,1696005943468,-14400,631243923205011455,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/1104b/fod_88C2EF11-2FEF-42B7-A245-5467D2483620.jpg,EAST,0.7908895015716553,DAYLIGHT,-73.893498,40.765932,9179243455,482711827,MOTORWAY,6.312439232050115e+17,604222325553889279,POINT (1013751.7366265744 218344.6035842973)
718447,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ca8cde5c27102832d938b382a8e9f96e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding conditions.","Yes, the street is flooded.",,1,1,nlbx_ca8cde5c27102832d938b382a8e9f96e,4549,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/115d4/fod_4E39D1D9-4382-4685-8FBF-5224154C4947.jpg,35.5231102161104,1695994700690,-14400,631243920656404991,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/115d4/fod_4E39D1D9-4382-4685-8FBF-5224154C4947.jpg,NORTH_EAST,0.8118600845336914,DAYLIGHT,-73.729616,40.678861,462767510,360738566,MOTORWAY,6.31243920656405e+17,604222323003752447,POINT (1059246.0313683266 186719.82419656025)
718911,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7c14b5678246df1eac4562ac6632558b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the wet pavement.",,1,1,nlbx_7c14b5678246df1eac4562ac6632558b,4770,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/da1ce/fod_2843F528-505F-424E-B880-937328FD669F.jpg,310.0,1695989228089,-14400,631243951123391487,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/da1ce/fod_2843F528-505F-424E-B880-937328FD669F.jpg,NORTH_WEST,0.8633766174316406,DAYLIGHT,-73.990672,40.635974,42519583,42519587,RESIDENTIAL,6.312439511233915e+17,604222353471176703,POINT (986838.961825021 170979.11720407984)
719375,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_caf5dc1c3bf847fa0a741c880b7ac497.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_caf5dc1c3bf847fa0a741c880b7ac497,1085,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/94ace/fod_A34F0BB4-D67A-4F84-B17E-36C7FA2D5F08.jpg,59.17721664543756,1695992137958,-14400,631243919347254271,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/94ace/fod_A34F0BB4-D67A-4F84-B17E-36C7FA2D5F08.jpg,NORTH_EAST,0.7921006083488464,DAYLIGHT,-73.789194,40.788538,3789768815,3789768813,MOTORWAY_LINK,6.312439193472543e+17,604222321661575167,POINT (1042624.8204132775 226633.07040089252)
719515,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_659d975815b353681c3a5ed858230aac.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the visible reflections on the road surface.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the presence of water barriers along the side of the road.",,1,1,nlbx_659d975815b353681c3a5ed858230aac,19473,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9a153/fod_B774FEF2-11CD-4260-B24D-52D3293A865E.jpg,121.8125,1696000477417,-14400,631243934995073023,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9a153/fod_B774FEF2-11CD-4260-B24D-52D3293A865E.jpg,SOUTH_EAST,0.8169460296630859,DAYLIGHT,-73.789697,40.654947,4058675901,4058675900,MOTORWAY,6.31243934995073e+17,604222337365049343,POINT (1042602.4164935609 177961.55021226488)
721590,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c58db94a7f4010c6db9d470818d152ff.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street and parking lot, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and reaching the base of the parked cars.",,1,1,nlbx_c58db94a7f4010c6db9d470818d152ff,34853,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/af0a7/fod_25BCA07D-84DC-492D-89F2-6825B7024FBB.jpg,38.50680541992188,1695990677844,-14400,631243951115413503,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/af0a7/fod_25BCA07D-84DC-492D-89F2-6825B7024FBB.jpg,NORTH_EAST,0.7319893836975098,DAYLIGHT,-74.005846,40.659749,6865946816,42496133,UNCLASSIFIED,6.312439511154135e+17,604222353471176703,POINT (982628.0206082802 179640.92609194544)
721831,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a512f5610e6fde088399a8a3ad95978a.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is closed to vehicles.",,1,1,nlbx_a512f5610e6fde088399a8a3ad95978a,47022,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9dc30/fod_8A28599B-0DC7-4A76-A2D2-E39ED323AC4F.jpg,166.50205993652344,1696010447967,-14400,631243922083775999,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9dc30/fod_8A28599B-0DC7-4A76-A2D2-E39ED323AC4F.jpg,SOUTH,0.6247677803039551,DAYLIGHT,-73.943764,40.84553,7911399035,7911399079,MOTORWAY_LINK,6.31243922083776e+17,604222324345929727,POINT (999809.076069798 247331.9476631724)
722224,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1dead8676852d8592f60abf3c0d43861.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water, which is evident from the depth of the water reaching the wheels of the truck and the submerged areas around the parking lot.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of water on the sidewalks.",,1,1,nlbx_1dead8676852d8592f60abf3c0d43861,42459,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b6738/fod_AD3F66E5-7AB6-4EF3-AFCA-16B8C33481D6.jpg,306.46490478515625,1695993168236,-14400,631243923214412287,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b6738/fod_AD3F66E5-7AB6-4EF3-AFCA-16B8C33481D6.jpg,NORTH_WEST,0.6739433407783508,DAYLIGHT,-73.885416,40.773128,6517112875,9179273883,TERTIARY,6.312439232144123e+17,604222325553889279,POINT (1015987.076643017 220969.16749399112)
723063,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c574ddf6d6bd47dea7fb69ee368078c0.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the vehicles and the submerged road signs.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of a person in a high-visibility vest, likely indicating a response to the flooding.",,1,1,nlbx_c574ddf6d6bd47dea7fb69ee368078c0,21687,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/cd13b/fod_FE666344-C696-4922-AF08-B07AF485DAC7.jpg,2.433218002319336,1695990875228,-14400,631243922483087871,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/cd13b/fod_FE666344-C696-4922-AF08-B07AF485DAC7.jpg,NORTH,0.7591061592102051,DAYLIGHT,-73.89589,40.738881,10202202276,7705297639,TERTIARY,6.312439224830879e+17,604222324748582911,POINT (1013100.8562884267 208488.26393314305)
723110,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_080ebf72e0c011647cb8ca9258cd9b17.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers indicating a closed-off area.",,1,1,nlbx_080ebf72e0c011647cb8ca9258cd9b17,20552,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/d3e45/fod_D33BE663-2FD6-49C8-9764-7685D28FDA40.jpg,86.33094838233033,1695994643616,-14400,631243934997488127,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/d3e45/fod_D33BE663-2FD6-49C8-9764-7685D28FDA40.jpg,EAST,0.790202796459198,DAYLIGHT,-73.787367,40.644613,8873712164,8873712165,MOTORWAY_LINK,6.312439349974881e+17,604222337365049343,POINT (1043258.0581145 174198.1606303526)
724719,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ee35a1645c8a93b089dab42237d94ddf.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being partially submerged.",,1,1,nlbx_ee35a1645c8a93b089dab42237d94ddf,42539,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/0d9b9/fod_05C6C774-E3EF-4A04-991A-0D1496B86E73.jpg,347.5174560546875,1695997041761,-14400,631243951186051583,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/0d9b9/fod_05C6C774-E3EF-4A04-991A-0D1496B86E73.jpg,NORTH,0.7311232686042786,DAYLIGHT,-73.97143,40.648374,6791367964,4205083409,SECONDARY,6.312439511860516e+17,604222353471176703,POINT (992178.0499086826 175497.9511672986)
725397,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a362fb43d8ab21690ea35a5bf5b2adff.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, likely indicating a response to the flooding.",,1,1,nlbx_a362fb43d8ab21690ea35a5bf5b2adff,2130,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b472d/fod_F98174CE-FD21-4A17-BE1E-C320FFDCB6B7.jpg,193.6504364013672,1695995844246,-14400,631243949786926079,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b472d/fod_F98174CE-FD21-4A17-BE1E-C320FFDCB6B7.jpg,SOUTH,0.7603099346160889,DAYLIGHT,-74.009622,40.739419,42453485,593816275,SECONDARY,6.312439497869261e+17,604222352128999423,POINT (981583.5090667738 208667.22091323827)
725836,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_10e713709a1256dfebe1a0c9fb4bf0ae.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water level reaching the wheels of the vehicles and the presence of puddles and standing water on the road.",,1,1,nlbx_10e713709a1256dfebe1a0c9fb4bf0ae,461,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/003a6/fod_55BDEA7A-7167-4258-8744-7B0B4868AB12.jpg,171.80886840820312,1695992860076,-14400,631243951072779775,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/003a6/fod_55BDEA7A-7167-4258-8744-7B0B4868AB12.jpg,SOUTH,0.7490978240966797,DAYLIGHT,-73.933076,40.594986,1961318575,42471997,RESIDENTIAL,6.312439510727798e+17,604222353336958975,POINT (1002836.0170743384 156053.09343861963)
726687,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_24e88c85a84f56b5fb70263243d7ef29.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is causing significant traffic disruptions and poses a risk to the vehicles.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_24e88c85a84f56b5fb70263243d7ef29,28688,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/f5bff/fod_873ED5BB-85B8-45E0-90FF-691AA857F3B6.jpg,134.88973999023438,1695992343557,-14400,631243922921382911,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/f5bff/fod_873ED5BB-85B8-45E0-90FF-691AA857F3B6.jpg,SOUTH_EAST,0.666124701499939,DAYLIGHT,-73.835715,40.770709,274190340,8287746371,RESIDENTIAL,6.312439229213829e+17,604222325285453823,POINT (1029754.7592355999 220109.78210233993)
726693,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a92e66fb255b85862c60d43fcfe50787.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the streets, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_a92e66fb255b85862c60d43fcfe50787,29424,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/4dc91/fod_5DF9A746-02EE-4C57-B4EF-DC1E2574901E.jpg,61.98250198364258,1696009359016,-14400,631243951192826367,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/4dc91/fod_5DF9A746-02EE-4C57-B4EF-DC1E2574901E.jpg,NORTH_EAST,0.8335553407669067,DAYLIGHT,-73.972253,40.645794,42485383,42497311,PRIMARY,6.312439511928264e+17,604222353471176703,POINT (991949.9700570161 174557.91080476053)
726999,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8555f3fe6794ef6a1b1468ff81b223ab.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant depth that can pose significant risks to vehicles and drivers.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_8555f3fe6794ef6a1b1468ff81b223ab,28573,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/a4dc3/fod_F1FC1D38-305B-4E18-B9B1-28D495A36EB3.jpg,96.18006134033205,1695996851398,-14400,631243922071824383,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/a4dc3/fod_F1FC1D38-305B-4E18-B9B1-28D495A36EB3.jpg,EAST,0.7714256644248962,DAYLIGHT,-73.872264,40.835879,8644187221,42726699,PRIMARY,6.312439220718244e+17,604222324345929727,POINT (1019596.530513557 243836.54935358744)
727244,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f9cd983fe9df9ecc9de7bdd08d9aee1f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street appears to be flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_f9cd983fe9df9ecc9de7bdd08d9aee1f,23708,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/08ebc/fod_B84F2ED0-CEE6-4AF4-973F-FDBF24998E5F.jpg,260.5733337402344,1695992714080,-14400,631243949990667775,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/08ebc/fod_B84F2ED0-CEE6-4AF4-973F-FDBF24998E5F.jpg,WEST,0.7407434582710266,DAYLIGHT,-73.989585,40.710146,42443937,8310246656,PRIMARY,6.312439499906678e+17,604222352263217151,POINT (987137.3953271772 198002.18101993034)
