,image_path,q1,q2,response_1,response_2,Unnamed: 0.1,sentiment_1,sentiment_2,frame_id,,frame_url,camera_heading,captured_at,timezone_offset,h3_index_res12,thumbnail_url,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude,osm_info.osm_node_id_from,osm_info.osm_node_id_to,osm_info.road_type,h3_12,h3_index_res06,geometry,choice,pred,tp,fp,tn,fn
770488,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c111baf147112d90591aca78fe3f3c84.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_c111baf147112d90591aca78fe3f3c84,9695,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/a48c1/fod_543C73AA-B63C-429B-9B57-A7D3F3A0DB7D.jpg,172.2254180908203,1695994169917,-14400,631243923213454335,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/a48c1/fod_543C73AA-B63C-429B-9B57-A7D3F3A0DB7D.jpg,SOUTH,0.7970815896987915,DAYLIGHT,-73.88594,40.772163,6778378704,6358261971,TERTIARY,6.312439232134543e+17,604222325553889279,POINT (1015842.3986007714 220617.39701212873),1.0,1.0,1.0,0.0,0.0,0.0
771020,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ff90f922db17c0830a2c8edb43051cf3.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road surface and the visible puddles.",,1,1,nlbx_ff90f922db17c0830a2c8edb43051cf3,8041,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/95dd9/fod_8F9294C9-0B8D-4382-8B08-87D47B8F6C8A.jpg,224.34616088867188,1696006460075,-14400,631243923205810175,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/95dd9/fod_8F9294C9-0B8D-4382-8B08-87D47B8F6C8A.jpg,SOUTH_WEST,0.8215747475624084,DAYLIGHT,-73.895533,40.763897,9179243424,9179243425,MOTORWAY_LINK,6.312439232058102e+17,604222325553889279,POINT (1013188.9118297283 217602.50809357996),1.0,1.0,1.0,0.0,0.0,0.0
773534,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b2075c74edabc0982f5d9532f119c4c8.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_b2075c74edabc0982f5d9532f119c4c8,4153,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/bd048/fod_D061F69E-6C62-484E-8E92-199E26769943.jpg,359.29960428262825,1696000193597,-14400,631243922020178943,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/bd048/fod_D061F69E-6C62-484E-8E92-199E26769943.jpg,NORTH,0.7047785520553589,DAYLIGHT,-73.93525,40.833905,373776077,9166241149,MOTORWAY,6.31243922020179e+17,604222324345929727,POINT (1002167.8269280518 243098.16680351758),1.0,1.0,1.0,0.0,0.0,0.0
774576,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e9e43f4b9f13bbaf6b40978aa6c4fc3.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"No, the image does not show more than a foot of standing water.","No, the street in the image does not appear to be flooded. The water on the road is likely due to recent rainfall, and there are no signs of standing water that would indicate flooding.",,0,0,nlbx_3e9e43f4b9f13bbaf6b40978aa6c4fc3,17495,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/8bb16/fod_81E342A7-E970-435B-9DD3-A61207205CA7.jpg,205.125,1695990532050,-14400,631243951181190143,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/8bb16/fod_81E342A7-E970-435B-9DD3-A61207205CA7.jpg,SOUTH_WEST,0.6928595304489136,DAYLIGHT,-73.983943,40.672006,9893390199,9893390383,TERTIARY,6.312439511811901e+17,604222353471176703,POINT (988704.149889388 184106.87325946044),1.0,0.0,0.0,0.0,0.0,1.0
775421,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c83861451c15abbdce9ddc2150fe243f.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street is flooded.",,1,1,nlbx_c83861451c15abbdce9ddc2150fe243f,10232,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/59917/fod_7BD049F4-0482-410A-85A6-BF5509397C0F.jpg,17.859375,1696000647068,-14400,631243919537022975,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/59917/fod_7BD049F4-0482-410A-85A6-BF5509397C0F.jpg,NORTH,0.6624853014945984,DAYLIGHT,-73.864839,40.890997,8867242323,8867237584,MOTORWAY,6.31243919537023e+17,604222321795792895,POINT (1021620.151811928 263921.208627465),1.0,1.0,1.0,0.0,0.0,0.0
780029,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_38cd44a291a27a4fb286c4aa58531aa5.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_38cd44a291a27a4fb286c4aa58531aa5,1430,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/4feeb/fod_1726E4AB-CAC9-4420-B08C-5037132BCB77.jpg,160.625,1696002787222,-14400,631243934828508671,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/4feeb/fod_1726E4AB-CAC9-4420-B08C-5037132BCB77.jpg,SOUTH,0.7824491262435913,DAYLIGHT,-73.726944,40.658154,7771044863,7771044864,TERTIARY,6.312439348285087e+17,604222337096613887,POINT (1060010.6768643972 179178.01156809254),1.0,1.0,1.0,0.0,0.0,0.0
782583,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3c9eb81adc5c839a8ba47eea92ba1102.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and vehicles navigating through it.",,1,1,nlbx_3c9eb81adc5c839a8ba47eea92ba1102,63661,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/9a300/fod_606F7ED7-0A3D-4E5D-89C5-BBB1B4BD59EC.jpg,85.22661590576172,1695989979685,-14400,631243922834856959,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/9a300/fod_606F7ED7-0A3D-4E5D-89C5-BBB1B4BD59EC.jpg,EAST,0.70730060338974,DAYLIGHT,-73.948582,40.664057,4202560355,42481975,SECONDARY,6.31243922834857e+17,604222325151236095,POINT (998514.9142598081 181214.62225137468),1.0,1.0,1.0,0.0,0.0,0.0
783683,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_178b440f20cade9d8ab115a8cdfded90.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is a significant depth that can pose significant risks to vehicles and pedestrians.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_178b440f20cade9d8ab115a8cdfded90,14029,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/6967e/fod_4F1DC2AE-658C-4D66-AA54-608EA4231ADC.jpg,25.734375,1695995854616,-14400,631243923293892095,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/6967e/fod_4F1DC2AE-658C-4D66-AA54-608EA4231ADC.jpg,NORTH_EAST,0.8857618570327759,DAYLIGHT,-73.907693,40.803597,42765793,42775302,UNCLASSIFIED,6.312439232938921e+17,604222325553889279,POINT (1009805.157527901 232062.74639084042),1.0,1.0,1.0,0.0,0.0,0.0
786850,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_ab332905c35ef7fb270d3f1c15e79789.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, which is a significant depth that can pose significant risks to vehicles and infrastructure.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_ab332905c35ef7fb270d3f1c15e79789,12895,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/666ea/fod_024D1DB4-46BE-454C-A0AD-EDF5DE77E23B.jpg,351.60577392578125,1695995570159,-14400,631243950346939391,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/666ea/fod_024D1DB4-46BE-454C-A0AD-EDF5DE77E23B.jpg,NORTH,0.8406257033348083,DAYLIGHT,-74.000937,40.576259,9895938167,7966180937,RESIDENTIAL,6.312439503469394e+17,604222352665870335,POINT (983989.7442715717 149223.2121137551),1.0,1.0,1.0,0.0,0.0,0.0
790392,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8c19a243fcf27dc72b918af69ed1f73e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the visible reflections on the wet surface.","Yes, the street appears to be flooded, as evidenced by the water covering the road surface and the presence of a yellow warning sign indicating a weight limit due to the flood conditions.",,1,1,nlbx_8c19a243fcf27dc72b918af69ed1f73e,59010,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/56da1/fod_B43943EA-708C-449B-AC42-FDF67B5E5013.jpg,215.1538449519686,1695990956467,-14400,631243922719423999,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/56da1/fod_B43943EA-708C-449B-AC42-FDF67B5E5013.jpg,SOUTH_WEST,0.8472329378128052,DAYLIGHT,-73.952069,40.765345,9906953429,42427030,TERTIARY,6.31243922719424e+17,604222325017018367,POINT (997527.2715726289 218116.41362133558),1.0,1.0,1.0,0.0,0.0,0.0
800214,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_04cebb9e96a83a448032e248b9353375.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_04cebb9e96a83a448032e248b9353375,47040,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/db850/fod_F9C9AA47-BB28-4F30-A9AE-8E3F3392B773.jpg,217.61024475097656,1696001008789,-14400,631243922733292543,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/db850/fod_F9C9AA47-BB28-4F30-A9AE-8E3F3392B773.jpg,SOUTH_WEST,0.7655048370361328,DAYLIGHT,-73.922204,40.733098,277386792,9194885974,MOTORWAY_LINK,6.312439227332925e+17,604222325017018367,POINT (1005810.6064263245 206373.7497659926),1.0,1.0,1.0,0.0,0.0,0.0
800438,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_23543e470e83c3cd2bbe16330d6d2b2e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for vehicles and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being partially submerged.",,1,1,nlbx_23543e470e83c3cd2bbe16330d6d2b2e,27362,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/6a7fd/fod_E871C0D0-C829-4C66-83E3-D2014E7E4E4A.jpg,169.4210968017578,1695998321922,-14400,631243923289613311,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/6a7fd/fod_E871C0D0-C829-4C66-83E3-D2014E7E4E4A.jpg,SOUTH,0.7527461051940918,DAYLIGHT,-73.929848,40.799253,3786728563,42422478,MOTORWAY,6.312439232896133e+17,604222325553889279,POINT (1003672.8051739078 230474.3800866857),1.0,1.0,1.0,0.0,0.0,0.0
801156,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f5273050d9c3d4e4a8e187e791164c39.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is evident from the depth of the water reaching the wheels of the cars and the fact that the water level is higher than the road's surface.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_f5273050d9c3d4e4a8e187e791164c39,35322,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/e57ca/fod_0A5B5E0E-3AC2-4DCF-9268-8EDF08428AEE.jpg,205.43863904203928,1695997710600,-14400,631243922894793727,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/e57ca/fod_0A5B5E0E-3AC2-4DCF-9268-8EDF08428AEE.jpg,SOUTH_WEST,0.8432126045227051,DAYLIGHT,-73.956416,40.709858,479716917,479715826,MOTORWAY,6.312439228947937e+17,604222325151236095,POINT (996333.1930560705 197900.10475275601),1.0,1.0,1.0,0.0,0.0,0.0
812718,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9a3df2e5a3aeeab18c48896cc75a310e.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, which is a significant hazard for drivers and can lead to dangerous driving conditions.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible reflections on the wet surface.",,1,1,nlbx_9a3df2e5a3aeeab18c48896cc75a310e,38303,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/aa797/fod_812B59E5-C58D-4A61-93F8-9A8740F20DFC.jpg,226.2391445598712,1695997023088,-14400,631243923213663231,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/aa797/fod_812B59E5-C58D-4A61-93F8-9A8740F20DFC.jpg,SOUTH_WEST,0.8009079098701477,DAYLIGHT,-73.882469,40.768817,481250088,481250090,MOTORWAY,6.312439232136632e+17,604222325553889279,POINT (1016805.4358591866 219399.61339773008),1.0,1.0,1.0,0.0,0.0,0.0
814488,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_4568c283a7e937556901cf970f576ae3.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_4568c283a7e937556901cf970f576ae3,4412,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/5851c/fod_512253B2-113E-4593-827C-DF5F29EE782C.jpg,159.78416442871094,1696011513164,-14400,631243923147517439,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/5851c/fod_512253B2-113E-4593-827C-DF5F29EE782C.jpg,SOUTH,0.8594278693199158,DAYLIGHT,-73.774941,40.717913,42809357,42806932,TERTIARY,6.312439231475174e+17,604222325419671551,POINT (1046637.7776354792 200912.01788565167),1.0,1.0,1.0,0.0,0.0,0.0
815399,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5d607f56bb524545d0bda6da9d3ebc5a.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections on the surface.",,1,1,nlbx_5d607f56bb524545d0bda6da9d3ebc5a,19165,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/20269/fod_2AA26E53-64EA-4263-B052-659A7B4CFB95.jpg,94.41798400878906,1695990973174,-14400,631243922858413055,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/20269/fod_2AA26E53-64EA-4263-B052-659A7B4CFB95.jpg,EAST,0.6990766525268555,DAYLIGHT,-73.921156,40.713848,5482675500,5515218192,SECONDARY,6.31243922858413e+17,604222325151236095,POINT (1006107.3752985422 199360.6331858334),1.0,1.0,1.0,0.0,0.0,0.0
817479,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_58eae1615c81e0482d8a6d38577d167b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of pedestrians navigating through it.",,1,1,nlbx_58eae1615c81e0482d8a6d38577d167b,19199,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/2b556/fod_61106D1E-1EA2-47F7-B99B-8D755D071BD5.jpg,44.125,1695987804569,-14400,631243935032968191,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/2b556/fod_61106D1E-1EA2-47F7-B99B-8D755D071BD5.jpg,NORTH_EAST,0.9155288934707642,DAYLIGHT,-73.828846,40.655801,5124275968,42817541,RESIDENTIAL,6.312439350329682e+17,604222337365049343,POINT (1031739.2145602694 178249.0092401251),1.0,1.0,1.0,0.0,0.0,0.0
817530,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f58c3bde9e2c89eb75ef5df568cc67b8.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the reflections of the surrounding environment on the wet surface.",,1,1,nlbx_f58c3bde9e2c89eb75ef5df568cc67b8,1426,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c724f/fod_01223D31-490B-488C-BAE0-E99DF0B8DCDF.jpg,347.25,1696008426417,-14400,631243934828503551,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c724f/fod_01223D31-490B-488C-BAE0-E99DF0B8DCDF.jpg,NORTH,0.7350346446037292,DAYLIGHT,-73.727055,40.658454,42813673,42852156,TERTIARY,6.312439348285036e+17,604222337096613887,POINT (1059979.5389400502 179287.21343578093),1.0,1.0,1.0,0.0,0.0,0.0
820855,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_81c2cb2ab85f51e284fdf6e250bc1241.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the street, indicating a significant flooding event.","Yes, the street in the image is flooded, with water reaching up to the wheels of the car.",,1,1,nlbx_81c2cb2ab85f51e284fdf6e250bc1241,23483,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/d90b4/fod_F62CB0A5-931C-4D65-B726-D5210B5328D9.jpg,37.125,1695999622685,-14400,631243923292960767,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/d90b4/fod_F62CB0A5-931C-4D65-B726-D5210B5328D9.jpg,NORTH_EAST,0.7058606147766113,DAYLIGHT,-73.906842,40.804441,42775302,9910705320,UNCLASSIFIED,6.312439232929608e+17,604222325553889279,POINT (1010040.430062332 232370.4943783221),1.0,1.0,1.0,0.0,0.0,0.0
822234,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_27f47a8c8396f7c32634c38d621ce37b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the presence of traffic cones and barriers, indicating that the area is likely closed to vehicular traffic.",,1,1,nlbx_27f47a8c8396f7c32634c38d621ce37b,28629,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/dec22/fod_7F24AE38-091E-4B3D-9A1D-31C072D97762.jpg,157.625,1695993678633,-14400,631243923108407295,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/dec22/fod_7F24AE38-091E-4B3D-9A1D-31C072D97762.jpg,SOUTH,0.7943828105926514,DAYLIGHT,-73.813417,40.696231,42829107,42800360,PRIMARY,6.312439231084073e+17,604222325419671551,POINT (1035988.8277517316 192987.54589073246),1.0,1.0,1.0,0.0,0.0,0.0
826701,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1e2b50bb2aa62579fcacfffc767e8c71.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating a significant flooding event.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible waterline on the side of the road.",,1,1,nlbx_1e2b50bb2aa62579fcacfffc767e8c71,33246,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b3bcb/fod_332CF483-C355-4904-B55B-BF2C8F672E1C.jpg,188.75,1696003140208,-14400,631243922733415423,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b3bcb/fod_332CF483-C355-4904-B55B-BF2C8F672E1C.jpg,SOUTH,0.7702512741088867,DAYLIGHT,-73.922018,40.733417,9194885970,9194885971,MOTORWAY_LINK,6.312439227334154e+17,604222325017018367,POINT (1005862.0515158662 206490.01751307902),1.0,1.0,1.0,0.0,0.0,0.0
827040,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_57d996a0cbf95e026ac59984df0196b8.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles navigating through it.",,1,1,nlbx_57d996a0cbf95e026ac59984df0196b8,30414,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/4465c/fod_5DCA277B-07F6-4A74-8E75-4ACBDCFDB4EB.jpg,81.25874328613281,1695998026329,-14400,631243949982524415,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/4465c/fod_5DCA277B-07F6-4A74-8E75-4ACBDCFDB4EB.jpg,EAST,0.7755953073501587,DAYLIGHT,-73.993966,40.709518,42444116,7830788143,PRIMARY,6.312439499825244e+17,604222352263217151,POINT (985922.8267212963 197773.2649648853),1.0,1.0,1.0,0.0,0.0,0.0
829136,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7c176bf5b44f924b596e7fb63c7ccc3d.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the visible reflections on the surface.",,1,1,nlbx_7c176bf5b44f924b596e7fb63c7ccc3d,46935,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/c089d/fod_AC2596DC-1589-43FD-B205-227165BC839F.jpg,217.6094970703125,1696022577185,-14400,631243922733292543,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/c089d/fod_AC2596DC-1589-43FD-B205-227165BC839F.jpg,SOUTH_WEST,0.8000950813293457,DAYLIGHT,-73.922195,40.733106,277386792,9194885974,MOTORWAY_LINK,6.312439227332925e+17,604222325017018367,POINT (1005813.0981261546 206376.6666392944),1.0,1.0,1.0,0.0,0.0,0.0
830191,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f6bfcb6f77f8ffdfcd39e0d1d6b0c253.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the road, indicating significant flooding.","Yes, the street in the image is flooded, with water covering the road and reaching the base of the overpass.",,1,1,nlbx_f6bfcb6f77f8ffdfcd39e0d1d6b0c253,88451,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/136f9/fod_41A10358-6FEB-4FDB-97FA-B2374EA0D95B.jpg,39.65625,1695993377449,-14400,631243922727579135,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/136f9/fod_41A10358-6FEB-4FDB-97FA-B2374EA0D95B.jpg,NORTH_EAST,0.7296545505523682,DAYLIGHT,-73.950109,40.767328,371198303,4813099376,MOTORWAY,6.312439227275791e+17,604222325017018367,POINT (998069.7987908093 218839.18853917057),1.0,1.0,1.0,0.0,0.0,0.0
832130,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6132d8d710e7c1650e5ae258e290a1d0.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water covering the road, which is evident from the submerged vehicles and the depth of the water reaching the wheels of the truck in the foreground.","Yes, the street is flooded, as evidenced by the water covering the road and the vehicles partially submerged.",,1,1,nlbx_6132d8d710e7c1650e5ae258e290a1d0,18134,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/b60ea/fod_99F18AF4-88A7-40A1-944F-53DF0C37921A.jpg,168.375,1695999397599,-14400,631243919600666623,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/b60ea/fod_99F18AF4-88A7-40A1-944F-53DF0C37921A.jpg,SOUTH,0.901827037334442,DAYLIGHT,-73.88084,40.811226,7045771252,42740147,SECONDARY,6.312439196006666e+17,604222321930010623,POINT (1017235.6364962069 234851.2401356624),1.0,1.0,1.0,0.0,0.0,0.0
834319,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_6b91ffb792ef4cf46a224d7f2f1fd5c7.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water on the street, which is evident from the depth of the water reaching the wheels of the vehicles and the fact that the water level is higher than the tires of the truck in the foreground.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires.",,1,1,nlbx_6b91ffb792ef4cf46a224d7f2f1fd5c7,85518,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/210b1/fod_D89610A7-CF6C-42E8-BE7B-F64E13A69801.jpg,218.9873046875,1695992614445,-14400,631243922670672895,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/210b1/fod_D89610A7-CF6C-42E8-BE7B-F64E13A69801.jpg,SOUTH_WEST,0.6487596035003662,DAYLIGHT,-73.953468,40.717846,9789424673,6248588901,RESIDENTIAL,6.312439226706729e+17,604222325017018367,POINT (997148.9470182954 200810.80237534418),1.0,1.0,1.0,0.0,0.0,0.0
836246,/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d81f3baa43d670e92b7c06706f7c025b.jpg,Does this image show more than a foot of standing water?,Is the street in this image flooded?,"Yes, the image clearly shows more than a foot of standing water in the parking lot, indicating significant flooding.","Yes, the street in the image is flooded, as evidenced by the water covering the road and the vehicles' tires being submerged.",,1,1,nlbx_d81f3baa43d670e92b7c06706f7c025b,16685,https://external-api.getnexar.com/aod/full/frame/raw/2023/09/29/d6d11/fod_05834C9E-C76D-4F61-BF7D-F40F287B6AFE.jpg,128.5714874267578,1696005887958,-14400,631243951205424127,https://external-api.getnexar.com/aod/thumbnail/frame/raw/2023/09/29/d6d11/fod_05834C9E-C76D-4F61-BF7D-F40F287B6AFE.jpg,SOUTH_EAST,0.7681232690811157,DAYLIGHT,-74.005667,40.658714,9890199486,6856802619,UNCLASSIFIED,6.312439512054241e+17,604222353471176703,POINT (982677.6601506069 179263.84281522353),1.0,1.0,1.0,0.0,0.0,0.0
